"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Algeria","2001","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","53927",""
"Algeria","2000","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","588628","1,2"
"Algeria","2000","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","55519",""
"Algeria","2000","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","45971",""
"Algeria","2000","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","46044",""
"Algeria","2000","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","45570",""
"Algeria","2000","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","47817",""
"Algeria","2000","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","47684",""
"Algeria","2000","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","53617",""
"Algeria","2000","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","52523",""
"Algeria","2000","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","46251",""
"Algeria","2000","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","47985",""
"Algeria","2000","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","48022",""
"Algeria","2000","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","51625",""
"Algeria","1999","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","593643",""
"Algeria","1999","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","55704",""
"Algeria","1999","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","47505",""
"Algeria","1999","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","49160",""
"Algeria","1999","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","45366",""
"Algeria","1999","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","49173",""
"Algeria","1999","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","50254",""
"Algeria","1999","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","53224",""
"Algeria","1999","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","54723",""
"Algeria","1999","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","47414",""
"Algeria","1999","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","47119",""
"Algeria","1999","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","44724",""
"Algeria","1999","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","49277",""
"Algeria","1998","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","607118",""
"Algeria","1998","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","59167",""
"Algeria","1998","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","50778",""
"Algeria","1998","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","50794",""
"Algeria","1998","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","46819",""
"Algeria","1998","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","50306",""
"Algeria","1998","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","50646",""
"Algeria","1998","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","51476",""
"Algeria","1998","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","52166",""
"Algeria","1998","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","49684",""
"Algeria","1998","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","49004",""
"Algeria","1998","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","47384",""
"Algeria","1998","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","48894",""
"Algeria","1986","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","766186",""
"Algeria","1986","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","82496",""
"Algeria","1986","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","70265",""
"Algeria","1986","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","69622",""
"Algeria","1986","Total","April","Data tabulated by year of occurrence","Final figure, complete","1992","62917",""
"Algeria","1986","Total","May","Data tabulated by year of occurrence","Final figure, complete","1992","64430",""
"Algeria","1986","Total","June","Data tabulated by year of occurrence","Final figure, complete","1992","63123",""
"Algeria","1986","Total","July","Data tabulated by year of occurrence","Final figure, complete","1992","56663",""
"Algeria","1986","Total","August","Data tabulated by year of occurrence","Final figure, complete","1992","58640",""
"Algeria","1986","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","58924",""
"Algeria","1986","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","60857",""
"Algeria","1986","Total","November","Data tabulated by year of occurrence","Final figure, complete","1992","60250",""
"Algeria","1986","Total","December","Data tabulated by year of occurrence","Final figure, complete","1992","57999",""
"Algeria","1985","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","845383",""
"Algeria","1985","Total","January","Data tabulated by year of occurrence","Final figure, complete","1992","93578",""
"Algeria","1985","Total","February","Data tabulated by year of occurrence","Final figure, complete","1992","78854",""
"Algeria","1985","Total","March","Data tabulated by year of occurrence","Final figure, complete","1992","82345",""
"Algeria","1985","Total","April","Data tabulated by year of occurrence","Final figure, complete","1992","67350",""
"Algeria","1985","Total","May","Data tabulated by year of occurrence","Final figure, complete","1992","72706",""
"Algeria","1985","Total","June","Data tabulated by year of occurrence","Final figure, complete","1992","69240",""
"Algeria","1985","Total","July","Data tabulated by year of occurrence","Final figure, complete","1992","70916",""
"Algeria","1985","Total","August","Data tabulated by year of occurrence","Final figure, complete","1992","69547",""
"Algeria","1985","Total","September","Data tabulated by year of occurrence","Final figure, complete","1992","64724",""
"Algeria","1985","Total","October","Data tabulated by year of occurrence","Final figure, complete","1992","61931",""
